Text,Subject
the expression out of sight out of mind could easily apply to mistletoe since it thrives in the tops of the dense tree canopies of its host therefore its rarely seen for much of the year but in the fall after the trees lose their leaves this shrubby evergreen can be easily observed growing on the upper tree branches mistletoe is rarely noticed except during the time when deciduous trees have dropped their leaves here in the states our ritual stems from european mistletoe viscum album which resembles american mistletoe in norse mythology a norse goddess declared mistletoe sacred to symbolize love this led to the tradition of kissing under the mistletoe in the 18th century mistletoe was hung during holiday festivals and men would steal kisses from women under it one berry was removed for every kiss received when the berries were gone so were the kisses yet beyond this timeless tradition i suspect most of us take for granted the backstory to this fascinating and very real plant it is also prominent in druid and nordic mythology celtic druids considered the plant sacred and used it as a fertility symbol in ceremonies they hung the plant over windows and doorways to ward off evil native americans used the plant in various ways including as a remedy for toothaches rheumatism and to treat wounds the common holiday mistletoe known as american or oak mistletoe phoradendron leucarpum is harvested in the wild mostly from oklahoma and texas to sell during the holiday season but in america its native to about 26 states its range extends from southern new york south to florida west to new mexico and northeast to kansas missouri illinois and ohio commonly found in oaks mistletoe also grows on a variety of deciduous hardwood trees including maple sycamore hickory beech ash elm and pecan as an evergreen semiparasite it roots beneath the bark of the host tree on branches and trunks and creates its own food through photosynthesis but it obtains water and nutrients through modified roots that penetrate the bark of its host although the genus phoradendron literally means thief of the tree referring to the belief that mistletoe is robbing something from its host mistletoe causes little harm to its host tree the word mistletoe comes from the anglosaxon words for dung mistel and the word for twig tan which appropriately describes mistletoes origin of sprouting where a bird leaves its droppings the berries are a favorite of the mistel thrush the sticky white fruit is poisonous to humans but desired by birds such as robins thrushes bluebirds and cedar waxwings birds spread the seeds by eating the fruit and eliminating them through their droppings and by wiping the sticky pulp off their beaks onto branches where new plants begin growth so there you have it more than you wanted to know about mistletoe but now that you do feel free to use this timely and helpful information next time your holiday party conversation hits that awkward moment of silence weve all been there you can thank me later joe lampl is the host and executive producer of the award winning pbs television series growing a greener world off camera joe dedicates his time to promoting sustainability through his popular books blog podcast series and nationally syndicated newspaper columns follow joe on twitter,Gardening
i think its fairly safe to assume most people dread the mess and work involved in cleaning up all those fall leaves that blanket their yards each year call me weird but dealing with fall leaves in my yard is one of the highlights of the year for me while i dont relish the investment of time in relocating them from the lawn to the beds i do see it for exactly thatan investment for many years ive been gathering blowing and raking leaves onto a flat area of my lawn where i can grind them up with my mulching mower and then rake them back into my beds as a shredded layer of organic mulch even if you dont have enough leaves to collect from your own yard you dont have to look very far to find neighbors or friends who are happy to let you take them off their hands its money in the bank with longterm benefits the shredded leaves will immediately go to work keeping soil and roots warmer retaining moisture and preventing many weeds from germinating over time those leaves will break down into rich organic compost that will do wonders for improving the quality of any soil while its not an overnight transformation in a few years even hard packed clay will improve to an impressive mix of rich loamy soil several inches deep moreover plants and trees love the constant addition of organic matter and nutrients youll love how easy it becomes to dig into that soil when installing new plants thanks to the work of those decaying leaves becoming a permanent part of what lies beneath your feet the steps involved in converting leaves into rich loamy organic matter that adds life to any garden soil is a simple process thats all there is to it in my garden beds im happy to say my former hard red georgia clay is a rich loamy easy to work with soil after about 4  5 years of repeated annual deposits while that may not seem very fast keep in mind its effortless once the leaves are in place and once they do break down as ive written previously it only gets better after that joe lampl is the host and executive producer of the award winning pbs television series growing a greener world off camera joe dedicates his time to promoting sustainability through his popular books blog podcast series and nationally syndicated newspaper columns follow joe on twitter,Gardening
the effort you put in on the front end will come back to you in spades starting a garden from scratch or improving and existing one can seem a bit intimidating but ive done both many times and have learned quite a few valuable lessons along the way i had a chance to put into practice again all that ive learned firsthand after two years in a beautiful thriving garden used for our working set of fresh from the garden we had to change locations for the final season this meant starting from scratch again not a job i was looking forward to but one i knew how to do the tips below will provide you with some of the same information i used to turn barren land into a thriving abundant garden in just a few months scouting the site a universal principal for a garden to look its best is to make sure that you provide the plants with the conditions where they have the best chance to grow i call this right plant right place if you want to create the best opportunity for plants to thrive in your garden plant what grows best with the conditions youve got trying to force a plant that loves sun to grown in the shade or vise versa will only result in a stressed plant and future problems create a deep bed once you locate an appropriate site consider planting in raised beds to me its the best way to provide the ideal environment for plants to thrive it can be as simple as mounding up soil in a deep wide row and angling the sides enough so they dont wash away when watered this choice is certainly the cheapest but you may need to reshape and mound the beds several times each year if you choose to contain the soil within the bed with physical boundaries then youll need to decide on the material for that there are a number of options including wood stone broken concrete retaining blocks and composite plastic boards i used large boards 12 feet long and 12 inches wide the height is more important than the length a deep bed gives ample opportunity for roots to spread out an important key to garden success add great soil once the bed is created the next and most important step in the process is filling it with the best soil i used a blend of organic matter for my garden knowing that great drainage and good soil structure is critical for success using organic material such as compost rotted leaves aged manure etc is an easy way to achieve those results incorporating as little as 25 organic sources will greatly improve existing conditions i filled the garden beds with a mixture of high quality soil products specifically the ingredients to my soil success included these components complete landscape mix clm by mr natural 70 this mix includes composted hen manure expanded slate for drainage worm castings compost and green sand for drainage and potassium worm castings 15 i added additional worm castings worm poop because they add nutrients and help suppress soil diseases composted cow manure black kow brand 5 theres no secret to the benefits of incorporating manure into garden soil i added this component to increase the organic matter and to improve the soil structure that black kow offers it is pure without fillers and always consistent a bagged high quality cow manure is an easy way to improve soil compost 10 homemade compost is the best ingredient you can add to any soil a little goes a long way to improve soil structure moisture retention drainage and nutrition add the right plants and be proactive youve heard the old saying an ounce of preventionwell in the garden it can be worth a pound of fresh vegetables or flowers i call it the difference between being proactive and reactive being proactive allows you to catch potential problems early and deal with them in time to prevent them from becoming a bigger problem that requires more drastic measures first put the right plants in the right place patrol your garden as often as possible to scout for potential pests and disease problems i did every morning and found it very relaxing it gave me a chance to stay connected to what was going on in the garden but be sure while on patrol to look closely at your plants many looming problems lie under leaves and near the soil where it is easy miss water properly another way i made sure my plants stayed healthy and well watered was to irrigate with soaker hoses watering overhead can potentially lead to disease if the leaf surface stays wet for too long soaker hoses on the other hand allow water to seep out slowly right at the soil surface this keeps the leaves dry and gives the roots time to take in all the moisture they need creating a great looking garden at home does require a bit of planning and work on the front end but long lasting fantastic results will be the reward for years to come joe lampl is the host and executive producer of the award winning pbs television series growing a greener world off camera joe dedicates his time to promoting sustainability through his popular books blog podcast series and nationally syndicated newspaper columns follow joe on twitter,Gardening
removing debris from the garden reduces overwintering pests and diseases some gardeners will do whatever it takes to keep their gardens growing as long as possible with the right combination of techniques one could potentially garden year round even in the coldest climates then there is the other group those gardeners ready to retire their garden for the season by the time autumn rolls around if you see yourself in this second group a few steps should be taken first to ensure a carefree start to your next gardening season one of the first tasks in putting the fall garden to bed includes removing all weeds now before you stop reading this article in protest know that the weeds are on the verge of releasing potentially millions of seeds any effort you can make now to prevent this will make future work that much easier its often said one weed removed today is thousands less to remove tomorrow most weeds in the garden are annuals which reproduce from seeds remove any weeds with seed heads or flowers promptly i dont even put them in my compost pile for fear of the seeds surviving the composting process this occurs when temperatures dont get hot enough to kill the seeds next make sure the garden is free of all debris besides the obvious consideration of a neater better looking garden dead branches leaves and such can be a significant hiding place and home for many types of pests and diseases that overwinter in the protection of these materials this is not an indictment of leaf mulch in your garden in fact it is just the opposite i am a strong advocate for the use of natural recycled organic material as mulch and i see it as a critical component to a healthy garden however i do strongly suggest that the mulch and leaves be kept 23 inches away from the base of all shrubs and trees otherwise it can trap moisture at the trunk or base and provide an easy way for pests and diseases to potentially enter the plant the next task is to prune away and remove any diseased dead or dying wood removing these potential habitats now reduces the possibility of an infestation later selective pruning at this time is also important for another reason branches that are growing inward as opposed to outward as they should are more likely to cross and rub against other branches crossing branches can be abrasive and the constant rubbing can open the bark layer exposing yet another way problems can enter the plant once the clean up is complete its time to put away the hoses drain the irrigation lines and bring in all the tools and equipment just be sure you really are finished for the season before you complete these tasks i cant tell you how many times ive needed access to water at the far end of my garden after the hoses are stored and irrigation lines have been cleared however given this advice id rather retrieve a hose than have to dig out and repair a cracked irrigation line due to freezing the few extra steps now allow me to get off to a fast start next spring in a cleaner healthier garden joe lampl is the host and executive producer of the award winning pbs television series growing a greener world off camera joe dedicates his time to promoting sustainability through his popular books blog podcast series and nationally syndicated newspaper columns follow joe on twitter,Gardening
have we become too busy in our daily lives to actually enjoy the process of gardening ive had a fascination with consumer trends in gardening for several years i think its because im so involved in what people are doing in and around their gardens it helps to know how they believe theyll spend their time and money in the future i dont like what i see although gardening is still americas number one pastime nurseries have reported a decline in sales in the past few years the media along with consumer trade groups and others have taken note i serve on a committee for the garden writers association that studies these trends and develops questions to anticipate future behavior millions of dollars are spent each year researching the reasons why gardening sales are flat or declining and why gardening shows and books arent as popular as before to me one answer stands out were far too busy people are not as interested in gardening because they feel they dont have the time anymore to garden former avid gardeners are throwing in the trowel on existing gardens and potential gardeners are shying away from any outdoor activity that is associated with the word maintenance i believe being too busy is exactly the reason we need to garden these days we want everything now so we can get on to the next task even microwave popcorn that only took three minutes has a new and improved version to pop more quickly this quick fix resultsoriented mentality that has taken over our lives has now found its way into gardening plants are being developed that are considered goof proof so we dont have to take the time to water or care for them theres even a seed company that now offers a line of prehardened off seedlings so we dont have to bother with acclimating them to your environment before planting as a passionate gardener who never seems to have any spare time i should be thrilled with this news and yet i find it sad to me one of the greatest pleasures of gardening is in the process its the act of gardening not so much as the results i understand and in some ways appreciate the efforts to make gardening easier and more convenient it at least allows some to garden who would otherwise choose another activity but i hope we all slow done enough to appreciate the subtleties of gardening thats where the real beauty is in fact the slowness of gardening is what allows me to catch my breath and to escape the otherwise crazy pace on any given day i need gardening to remain slow and not so convenient i dont mind the labor it sometimes requires at least it reminds me to get out and pay a visit i dont look at gardening as a chore i look at it as an opportunity lets find ways to save time in other areas of our lives so we can spend more time in the garden enjoying the process joe lampl is the host and executive producer of the award winning pbs television series growing a greener world off camera joe dedicates his time to promoting sustainability through his popular books blog podcast series and nationally syndicated newspaper columns follow joe on twitter,Gardening
a sin resonator under localized heating different modes have different effective temperatures depending on the spatial overlap between the local temperature and the dissipation density of the mode creditsteven burrowsregal group researchers discovered nonuniform temperature distributions in micromechanical resonators impacting their design and performance in quantum science and precision sensing when measuring minor changes for quantities like forces magnetic fields masses of small particles or even gravitational waves physicists use micromechanical resonators which act like tuning forks resonating at specific frequencies traditionally it was assumed that the temperature across these devices is uniform however new research from jila fellow and university of colorado boulder physics professor cindy regal and her team dr ravid shaniv and graduate student chris reetz has found that in specific scenarios such as advanced studies looking at the interactions between light and mechanical objects the temperature might differ in various resonator parts which leads to unexpected behaviors their observations published in physical review research can potentially revolutionize the design of micromechanical resonators for quantum technology and precision sensing in quantum science experiments understanding this temperature differences ramifications will allow you to generate your mechanical quantum state with better fidelity and keep it unperturbed for longer both essential starting points for quantum applications elaborated jila postdoctoral research associate and first author ravid shaniv due to their flexible design micromechanical resonators are a standard tool in many different fields of physics these devices are often made of silicon or similar materials and can take various shapes beams cantilevers membranes or disks their small size allows them to oscillate at high frequencies often in the megahertz mhz range to gigahertz ghz the versatility of a micromechanical resonators design also allows physicists to finetune their oscillations just as a guitar string can vibrate in multiple ways with the whole string moving back and forth or just parts wiggling while the rest remains still micromechanical resonators can oscillate in different patterns or modes the most familiar mode is the fundamental mode where the entire structure moves in unison but there are also higherorder modes where other resonator parts move in more complex patterns to measure a resonators motion physicists use laser beams the resonator acts like a moving mirror and the laser light that bounces off carries information about its position when compared to light that bounces off a separate fixed mirror an interference pattern is developed revealing the resonators motion to ultrahigh precision over the years of observing these modes optically and discussing them with other physicists shaniv and regal realized something interesting people have observed that some of these modes exhibit more thermal motion than others shaniv stated typically people want to eliminate this motion as much as possible because it could overshadow any small effect they want to sense physicists have posited that this excess of thermal motion could be due to the resonator absorbing laser light in the form of heat different resonator modes can have different movement patterns leading to varying areas of stress or strain which can in turn lead to distinct magnitudes of thermal motion in many observations the more complex the mode of the resonator the more its thermal energy deviates from previous theories which suggested the temperature for every mode was identical shaniv continued we wanted to track down the reason for that and how you can achieve the optimum design for these modes to dive deeper into this temperature conundrum shaniv and regal created specific temperature profiles for each mode to do this the researchers utilized a phononic crystal comprised of silicon nitride the crystal acted as a playground where the researchers could engineer the resonator modes and generate varying temperature profiles allowing them to observe the induced thermal motion of each resonator mode to create the temperature profile the team heated a point on the crystal to very high temperatures while keeping the resonator edge at room temperature after a profile was developed and thermal motion was measured the researchers found some rather interesting results depending on the mode geometry some modes showed increased thermal motion while even though parts of the resonator were extremely hot others showed only mild heating and some exhibited no heating at all by turning the knob all the way in the experiment you could see this striking difference elaborated regal shaniv continued looking at these really large temperature differences between modes we were able to construct the temperature profile of a resonator directly from measured thermal motion and even find some material parameters that are typically not straightforward to evaluate for example the emissivity which is how much radiation our device emits by seeing which modes correlated to different thermal motions the team could begin to predict how the resonators performance may change depending on their mode as regal explained a natural next step is to ask whether these concepts can be put to use not only in understanding how to keep resonators cold for quantum studies but also in thermal sensing with the insights gained the scientific and engineering communities could make significant strides in designing and applying these minuscule yet crucial devices we actually gave in our paper a real figure of merit with which groups can work in this direction shaniv elaborated for example we now have a specific parameter to throw as a constraint into the computer and try to generate the best possible resonator reference direct measurement of a spatially varying thermal bath using brownian motion by ravid shaniv chris reetz and cindy a regal 6 november 2023 physical review research doi 101103physrevresearch5043121,Physics
researchers at forschungszentrum jlich have developed an ai capable of formulating physical theories by recognizing patterns in complex data sets a feat historically achieved by great physicists like isaac newton and albert einstein this ai part of the physics of ai initiative simplifies complex interactions in data to develop new theories differing from conventional approaches by making the theories explainable and grounded in the language of physics credit scitechdailycom the development of a new theory is typically associated with the greats of physics you might think of isaac newton or albert einstein for example many nobel prizes have already been awarded for new theories researchers at forschungszentrum jlich have now programmed an artificial intelligence that has also mastered this feat their ai is able to recognize patterns in complex data sets and to formulate them in a physical theory the development of a new theory is typically associated with the greats of physics you might think of isaac newton or albert einstein for example many nobel prizes have already been awarded for new theories researchers at forschungszentrum jlich have now programmed an artificial intelligence that has also mastered this feat their ai is able to recognize patterns in complex data sets and to formulate them in a physical theory in the following interview prof moritz helias from forschungszentrum jlichs institute for advanced simulation ias6 explains what the physics of ai is all about and to what extent it differs from conventional approaches you usually start with observations of the system before attempting to propose how the different system components interact with each other in order to explain the observed behavior new predictions are then derived from this and put to the test a wellknown example is isaac newtons law of gravitation it not only describes the gravitational force on earth but it can also be used to predict the movements of planets moons and comets  as well as the orbits of modern satellites  fairly accurately however the way in which such hypotheses are reached always differs you can start with general principles and basic equations of physics and derive the hypothesis from them or you can choose a phenomenological approach limiting yourself to describing observations as accurately as possible without explaining their causes the difficulty lies in selecting a good approach from the numerous approaches possible adapting it if necessary and simplifying it in general it involves an approach known as physics for machine learning in our working group we use methods of physics to analyze and understand the complex function of an ai the crucial new idea developed by claudia merger from our research group was to first use a neural network that learns to accurately map the observed complex behavior to a simpler system in other words the ai aims to simplify all the complex interactions we observe between system components we then use the simplified system and create an inverse mapping with the trained ai returning from the simplified system to the complex one we then develop the new theory on the way back the complex interactions are built up piece by piece from the simplified ones ultimately the approach is therefore not so different from that of a physicist with the difference being that the way in which the interactions are assembled is now read from the parameters of the ai this perspective on the world  explaining it from interactions between its various parts that follow certain laws  is the basis of physics hence the term physics of ai we used a data set of black and white images with handwritten numbers for example which is often used in research when working with neural networks as part of her doctoral thesis claudia merger investigated how small substructures in the images such as the edges of the numbers are made up of interactions between pixels groups of pixels are found that tend to be brighter together and thus contribute to the shape of the edge of the number the use of ai is a trick that makes the calculations possible in the first place you very quickly reach a very large number of possible interactions without using this trick you could only look at very small systems nevertheless the computational effort involved is still high which is due to the fact that there are many possible interactions even in systems with many components however we can efficiently parameterize these interactions so that we can now view systems with around 1000 interacting components ie image areas with up to 1000 pixels in the future much larger systems should also be possible through further optimization many ais aim to learn a theory of the data used to train the ai however the theories that the ais learn usually cannot be interpreted instead they are implicitly hidden in the parameters of the trained ai in contrast our approach extracts the learned theory and formulates it in the language of interactions between system components which underlies physics it thus belongs to the field of explainable ai specifically the physics of ai as we use the language of physics to explain what the ai has learned we can use the language of interactions to build a bridge between the complex inner workings of ai and theories that humans can understand reference learning interacting theories from data by claudia merger alexandre ren kirsten fischer peter bouss sandra nestler david dahmen carsten honerkamp and moritz helias 20 november 2023 physical review x doi 101103physrevx13041033,Physics
hybrid integration of a designer nanodiamond with photonic circuits via ring resonators creditsteven burrowssun group jila breakthrough in integrating artificial atoms with photonic circuits advances quantum computing efficiency and scalability in quantum information science many particles can act as bits from individual atoms to photons at jila researchers utilize these bits as qubits storing and processing quantum 1s or 0s through a unique system while many jila fellows focus on qubits found in nature such as atoms and ions jila associate fellow and university of colorado boulder assistant professor of physics shuo sun is taking a different approach by using artificial atoms or semiconducting nanocrystals with unique electronic properties by exploiting the atomic dynamics inside fabricated diamond crystals physicists like sun can produce a new type of qubit known as a solidstate qubit or an artificial atom because these artificial atoms do not move one way to let them talk to each other is to place them inside a photonic circuit the photons traveling inside the photonic circuit can connect different artificial atoms like hot air moving through an air duct to warm a cold room photons move through the quantum circuit to induce interactions between the artificial atoms having an interface between artificial atoms and photons allows you to achieve precise control of the interactions between two artificial atoms explained sun historically there have been problems with integrating artificial atoms with photonic circuits this is because creating the artificial atoms where atoms are knocked out of a diamond crystal is a very random process leading to random placement of the artificial atoms random number of artificial atoms at each location and random color each artificial atom emits adding to the issue is the incompatibility between the material that hosts the artificial atoms and the material that hosts the photonic circuit despite years of research scientists have yet to find a suitable material that can be a good host of both making the integration more difficult in a new nano letters paper sun his research team and collaborators from stanford university proposed a new method that would pave the way to solving these two challenges enabling a more complicated integrated quantum photonic circuit this new technique suggests bigger implications for the future of quantum information science including a way to scale up the circuits we now have a way to integrate multiple artificial atoms on one photonic chip explained first author and jila graduate student kin fung ngan historically diamond has been a popular choice for hosting artificial atoms as its incredibly pure with a large bandgap allowing physicists more control over the excitation of the atom inside the crystal our qubits are embedded into the diamond explained ngan the benefit here is that we dont need any additional apparatus to hold them in space however the downside of using a diamond as a qubit host is that its incredibly hard to carve making it difficult to define photonic circuits on them it is also difficult to get a large diamond piece unlike other photonic materials such as silicon nitride where eightinch wafers are readily available to make a large quantum photonic circuit the diamondbased artificial atoms must be placed inside a photonic circuit based on a different material such as silicon nitride sun ngan and jila graduate student yuan zhan had to find ways to integrate the two different components residing in different materials if the integration was not achieved properly you may have a weaker coupling between the atom and the photon or a loss of photons during transmission these effects will generate errors when we use photons to mediate interactions between two artificial atoms elaborated sun while previous studies tried to combine the two materials using external junctions the researchers took a different approach by embedding a nanosized chunk of diamond containing the artificial atom directly inside the silicon nitride circuit using an ultraprecise placement method for arranging the nanodiamonds on the chip the researchers added nanodiamonds containing an artificial atom to the chip coated the entire chip with a silicon nitride layer and then fabricated photonic circuits centered around each atom this process ensures the maximum coupling between the artificial atom and the photonic circuit after embedding the artificial atoms into the silicon nitride circuit the researchers tested the coupling efficiency by exciting the artificial atoms and measuring the light collected by the photonic circuit their tests showed that the light shone brighter when the atom was placed inside an optical cavity revealing the ability to efficiently couple light from the artificial atom to the photonic circuit besides contributing to better compatibility the ultraprecise placement technique allowed researchers to align several artificial atoms in a row on the same circuit showing the flexibility of their process and its capability to host multiple qubits at once currently ngan zhan and other jila researchers are working on techniques to make these artificial atoms interact with each other with the help of photons and to entangle two artificial atoms with the help of photons while this current quantum photonic circuit leverages photons as mediators for interactions between the artificial atoms or qubits the photons themselves can also act as separate qubits within the system the circuit can indeed work for two purposes sun elaborated by embedding artificial atoms inside a photonic quantum circuit we can use the artificial atoms as sources and memories of single photons potentially reducing the resource required to build a photonic quantum processor the combination of the material compatibility and the duality of the qubits in the system suggests that suns circuit design could have big implications for the future of quantum information offering an effective way to scale up the integrated quantum photonic systems reference quantum photonic circuits integrated with color centers in designer nanodiamonds by kinfung ngan yuan zhan constantin dory jelena vukovi and shuo sun 2 october 2023 nano letters doi 101021acsnanolett3c02645,Physics
researchers observed the dynamic phases of bcs superconductor interactions in a cavity qed by measuring the light leakage from the cavity credit steven burrowsrey and thompson groups superconductivity makes physics seem like magic at cold temperatures superconducting materials allow electricity to flow indefinitely while expelling outside magnetic fields causing them to levitate above magnets mris maglev trains and highenergy particle accelerators use superconductivity which also plays a crucial role in quantum computing quantum sensors and quantum measurement science someday superconducting electric grids might deliver power with unprecedented efficiency yet scientists lack full control over conventional superconductors these solid materials often comprise multiple kinds of atoms in complicated structures that are difficult to manipulate in the lab its even harder to study what happens when theres a sudden change such as a spike in temperature or pressure that throws the superconductor out of equilibrium quantum theory has predicted intriguing behaviors when a superconductor is driven out of equilibrium however it has been challenging to perturb these materials in the lab without disrupting their delicate superconducting properties leaving these predictions untested however scientists can obtain surprisingly deep insights into superconductivity by studying it with fully controllable arrays of atoms in a gas that is the approach of a research collaboration at jila a joint institute of the national institute of standards and technology nist and the university of colorado boulder in their latest work jila researchers caused a gas of strontium atoms to act like a superconductor even though the strontium atoms themselves are not superconducting they follow the same rules of quantum physics the researchers could make atoms in a gas interact in a way that preserves the sorts of interactions responsible for superconductivity while suppressing other competing complex interactions by throwing the atoms out of equilibrium the researchers saw changes in atomic interactions that would affect the properties of actual superconductors with their strontium gas acting as a quantum simulator the researchers were able to observe a behavior of superconductors that has been predicted to exist for years this study published in nature offers new insight into how superconductors work when appropriately driven out of equilibrium and sheds light on how to make superconductors more robust and how to use their unique properties in other quantum technologies in a normal material electrons move in an incoherent way bumping into one another constantly normally electrons repel each other as they move they collide losing energy and generating heat thats why electric currents dissipate when electrons flow in a metallic wire in a superconductor however electrons join up into weakly bonded pairs called cooper pairs when these pairs form they all tend to move coherently and that is why they flow through the material with no resistance the physics is simple in some sense explains theoretical physicist ana maria rey a nist and jila fellow cooper pairs exist in a lowenergy state because vibrations in the materials crystalline structure pull the electrons together when formed cooper pairs prefer to act coherently and lock together the cooper pairs are kind of like arrows that want to line up in the same direction to unlock them or make one of the arrows point along a different direction you need to add extra energy to break the cooper pairs rey explains the energy that you need to add to unlock them is called an energy gap stronger interactions between the atoms create a larger energy gap because the attraction that keeps the cooper pairs locked is so strong overcoming that energy gap takes a lot of energy away from the cooper pairs so this energy gap acts as a buffer letting the cooper pairs remain happily locked in phase this all works when the system is in equilibrium but when you introduce a sudden rapid change the superconductor falls out of equilibrium or becomes quenched for decades scientists have wanted to know what happens to superconductivity following a quench that is abrupt but not so strong to completely break the cooper pairs said jila physicist james thompson in other words how robust are these things thompson said theorists predicted three different possibilities or phases that could happen when the superconductor is quenched think of it like a big group of square dancers thompson says at first everyone is in sync keeping to the beat of the music then some people get a little tired or some others start moving a little too fast they crash into each other and it turns into a mosh pit thats phase i when superconductivity collapses in phase ii the dancers get off the beat but manage to stay in sync superconductivity survives the quench scientists have been able to observe and study these two phases but they have never seen a longpredicted third phase in which the superconductivity of the system oscillates over time in this phase our dancers will move a bit faster or a bit slower at times but no one crashes that means sometimes its a weaker superconductor and sometimes its a stronger superconductor until now no one had been able to observe that third phase working with reys theory group thompsons team at jila lasercooled and loaded strontium atoms into an optical cavity a space with highly reflective mirrors at either end laser light bounces back and forth millions of times before some light leaks out at one end the light in the cavity mediated interactions between the atoms causing them to align into a superposition state  meaning they are in both the excited and ground state at the same time  and to lock in phase like cooper pairs do rey explains using lasers scientists can quench the system and by measuring the light that leaks out they learn how the energy gap has changed over time with this quantum superconductor simulation they were able to observe all three dynamic phases for the first time they found that in the third phase the energy gap can keep superconductivity going even when the system is out of equilibrium using quantum simulators like this could help scientists engineer unconventional or more robust superconductors and better understand the physics of superconductors in general its also a counterintuitive way for scientists who work in measurement science to see atomic interactions like the ones that cause the energy gap as a benefit not a curse in measurement science interactions are usually bad but here when interactions are strong they can help you the gap protects the system  everything flows rey says at the heart of this idea you could have something that oscillates forever having something that oscillates forever is a dream for quantum technology thompson adds because it would let sensors work better for longer much like the superconductors groups of atoms photons and electrons in quantum sensors need stay in sync or coherent to work and we dont want them to turn into a quantum mosh pit or dephase i am stoked that one of the dynamical phases that we observe can be used to protect quantum optical coherence against dephasing for instance this may one day allow an optical atomic clock to tick for longer thompson said it represents a whole new way to increase the precision and sensitivity of quantum sensors a topic that is at the frontier of quantum metrology or measurement science we want to harness the many atoms and take advantage of the interactions to build a better sensor reference observing dynamical phases of bcs superconductors in a cavity qed simulator by dylan j young anjun chu eric yilun song diego barberena david wellnitz zhijing niu vera m schfer robert j lewisswan ana maria rey and james k thompson 24 january 2024 nature doi 101038s4158602306911x,Physics
lsu researchers have made a significant discovery related to the fundamental properties and behavior of plasmonic waves which can lead ot the development of more sensitive and robust quantum technologies credit lsu quantum researchers uncover important implications for quantum technology in a recent publication in nature physics the lsu quantum photonics group offers fresh insights into the fundamental traits of surface plasmons challenging the existing understanding based on experimental and theoretical investigations conducted in associate professor omar magaaloaizas laboratory these novel findings mark a significant advancement in quantum plasmonics possibly the most noteworthy in the past decade while prior research in the field has predominantly focused on the collective behaviors of plasmonic systems the lsu group adopted a distinct approach by viewing plasmonic waves as a puzzle they were able to isolate multiparticle subsystems or break down the puzzle into pieces this allowed the team to see how different pieces work together and revealed a different picture or in this case new behaviors for surface plasmons plasmons are waves that move along the surface of metals when light is coupled to charge oscillations much like tossing pebbles into water generates ripples plasmons are ripples traveling along metal surfaces these minute waves operate on a nanometer scale rendering them crucial in fields such as nanotechnology and optics what we found is that if we look at the quantum subsystems of plasmonic waves we can see inverse patterns sharper patterns and opposite interference which is completely opposite to the classical behavior explained riley dawkins a graduate student and cofirst author of the study who led the theoretical investigation using light aimed at a gold nanostructure and observing the behavior of scattered light the lsu quantum group observed that surface plasmons can exhibit characteristics of both bosons and fermions which are fundamental particles in quantum physics this means that quantum subsystems can exhibit nonclassical behaviors such as moving in different directions depending on specific conditions imagine you are riding a bike you would believe that most of your atoms are moving in the same direction as the bike and that is true for most of them but in fact there are some atoms moving in the opposite direction explained magaaloaiza one of the consequences of these results is that by understanding these very fundamental properties of plasmonic waves and most importantly this new behavior one can develop more sensitive and robust quantum technologies in 2007 the use of plasmonic waves for anthrax detection sparked research into employing quantum principles for improved sensor technology presently researchers are striving to integrate these principles into plasmonic systems to create sensors with heightened sensitivity and precision this advancement holds significant promise across diverse fields including medical diagnostics drug development simulations environmental monitoring and quantum information science the study is poised to make a significant impact on the field of quantum plasmonics as researchers worldwide will leverage the findings for quantum simulations chenglong you assistant research professor and corresponding author emphasized our findings not only unveil this interesting new behavior in quantum systems but it is also the quantum plasmonic system with the largestever number of particles and that alone elevates quantum physics to another level graduate student and cofirst author mingyuan hong led the experimental phase of the study despite the complexities of quantum plasmonics systems hong noted that his primary challenges during the experiments were external disturbances the vibrations from various sources such as road construction posed a significant challenge due to the extreme sensitivity of the plasmic sample nevertheless we eventually succeeded in extracting quantum properties from plasmonic waves a breakthrough that enhances sensitive quantum technologies this achievement could open up new possibilities for future quantum simulations titled nonclassical nearfield dynamics of surface plasmons the research was conducted entirely at lsu all the authors of this study are affiliated with lsu physics  astronomy we even have a coauthor who was a high school student at the time which im very proud of said magaaloaiza the illustration to the left shows a red laser beam exciting plasmonic waves on the surface of a metallic gold nanostructure these are then scattered by the slit to produce multiparticle systems with specific quantum properties these multiparticle systems are indicated by the spheres our manuscript describes the quantum dynamics behind this process this new research is prefaced by observation of the modification of quantum statistics of plasmonic systems in nature communications references nonclassical nearfield dynamics of surface plasmons by mingyuan hong riley b dawkins benjamin bertoni chenglong you and omar s magaaloaiza 29 february 2024 nature physics doi 101038s4156702402426y observation of the modification of quantum statistics of plasmonic systems by chenglong you mingyuan hong narayan bhusal jinnan chen mario a quirozjurez joshua fabre fatemeh mostafavi junpeng guo israel de leon roberto de j lenmontiel and omar s magaaloaiza 27 august 2021 nature communications doi 101038s41467021254894 the quantum photonics group in the department of physics and astronomy at lsu investigates novel properties of light and their potential for developing quantum technologies the team also conducts experimental research in the fields of quantum plasmonics quantum imaging quantum metrology quantum simulation quantum communication and quantum cryptography,Physics
